id,run_id,round,alpha,attack_active,attacker_ids,selected_clients,aggregation_method,train_loss,val_accuracy,val_loss,val_f1,val_auc,test_accuracy,test_loss,test_f1,test_auc,oracle_accuracy,oracle_candidate_id,regret,cumulative_regret,round_time_s
330,exp3_FixedTrimmedMean_s3_259763,5,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,89.4,0.2727,0.9392,0.9341,89.53,0.2756,0.9395,0.9342,92.22,C1,2.819999999999993,21.559999999999988,58.525362968444824
331,exp3_FixedTrimmedMean_s3_259763,6,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,90.3,0.2572,0.9447,0.9375,90.11,0.2623,0.9432,0.9364,92.42,C1,2.1200000000000045,23.679999999999993,62.34435558319092
332,exp3_FixedTrimmedMean_s3_259763,7,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,91.58,0.2254,0.9525,0.9379,91.38,0.2311,0.9509,0.938,93.16,C1,1.5799999999999983,25.25999999999999,62.048219203948975
333,exp3_FixedTrimmedMean_s3_259763,8,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,91.9,0.2268,0.9543,0.9405,91.33,0.2335,0.9507,0.9394,93.24,C1,1.3399999999999892,26.59999999999998,63.09580731391907
334,exp3_FixedTrimmedMean_s3_259763,9,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,91.46,0.2196,0.9517,0.9422,91.32,0.2281,0.9505,0.9405,93.1,C1,1.6400000000000006,28.23999999999998,61.998342514038086
335,exp3_FixedTrimmedMean_s3_259763,10,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.32,0.2062,0.9569,0.9405,92.22,0.2127,0.956,0.9386,93.46,C1,1.1400000000000006,29.37999999999998,61.88369655609131
336,exp3_FixedTrimmedMean_s3_259763,11,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.2,0.2324,0.9562,0.9423,92.27,0.2383,0.9563,0.9399,93.0,C0,0.7999999999999972,30.17999999999998,61.75758910179138
337,exp3_FixedTrimmedMean_s3_259763,12,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.44,0.223,0.9576,0.9407,92.49,0.228,0.9576,0.9394,93.18,C1,0.7400000000000091,30.919999999999987,58.729549407958984
338,exp3_FixedTrimmedMean_s3_259763,13,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.02,0.2292,0.9551,0.9393,92.01,0.2344,0.9547,0.9385,92.82,C1,0.7999999999999972,31.719999999999985,60.53237199783325
339,exp3_FixedTrimmedMean_s3_259763,14,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,91.86,0.2281,0.9542,0.9376,91.9,0.234,0.9541,0.9368,92.64,C1,0.7800000000000011,32.499999999999986,57.404658794403076
340,exp3_FixedTrimmedMean_s3_259763,15,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.66,0.2092,0.959,0.9373,92.67,0.2151,0.9588,0.937,93.24,C1,0.5799999999999983,33.079999999999984,56.76760196685791
341,exp3_FixedTrimmedMean_s3_259763,16,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,93.44,0.1778,0.9649,0.923,92.96,0.1814,0.9621,0.9241,93.78,C5,0.3400000000000034,33.41999999999999,58.187851905822754
342,exp3_FixedTrimmedMean_s3_259763,17,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.86,0.1899,0.962,0.9164,92.58,0.1924,0.9602,0.9193,93.68,C6,0.8200000000000074,34.239999999999995,57.11250567436218
343,exp3_FixedTrimmedMean_s3_259763,18,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.32,0.2083,0.9593,0.9109,91.86,0.2109,0.9566,0.9156,93.66,C9,1.3400000000000034,35.58,58.68101930618286
344,exp3_FixedTrimmedMean_s3_259763,19,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.36,0.1995,0.9594,0.9063,92.08,0.2022,0.9577,0.9112,93.46,C5,1.0999999999999943,36.67999999999999,58.50629758834839
345,exp3_FixedTrimmedMean_s3_259763,20,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,92.34,0.2132,0.9594,0.8966,91.86,0.215,0.9566,0.905,93.38,C6,1.039999999999992,37.719999999999985,58.23737382888794
346,exp3_FixedKrum_s3_456833,1,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,86.76,0.3158,0.9244,0.8646,87.52,0.3081,0.9283,0.8781,89.6,C1,2.839999999999989,2.839999999999989,60.3794629573822
347,exp3_FixedKrum_s3_456833,2,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,81.3,0.4235,0.8879,0.8718,81.34,0.4162,0.8872,0.8798,90.28,C1,8.980000000000004,11.819999999999993,55.6333327293396
348,exp3_FixedKrum_s3_456833,3,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,86.46,0.3079,0.9219,0.8969,87.55,0.302,0.9277,0.9091,90.82,C6,4.359999999999999,16.179999999999993,59.573020219802856
349,exp3_FixedKrum_s3_456833,4,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,79.24,0.4311,0.8727,0.9013,79.39,0.4298,0.8727,0.9112,90.28,C1,11.040000000000006,27.22,54.516448736190796
350,exp3_FixedKrum_s3_456833,5,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,82.94,0.345,0.8984,0.9055,83.27,0.35,0.8995,0.9102,90.22,C1,7.280000000000001,34.5,58.46520018577576
351,exp3_FixedKrum_s3_456833,6,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,90.08,0.2512,0.9441,0.9105,90.18,0.2507,0.9441,0.92,91.42,C1,1.3400000000000034,35.84,57.231730937957764
352,exp3_FixedKrum_s3_456833,7,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,88.04,0.2785,0.9311,0.918,88.17,0.2819,0.9312,0.9252,92.56,C1,4.519999999999996,40.36,57.54203724861145
353,exp3_FixedKrum_s3_456833,8,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,90.66,0.2434,0.9479,0.9092,91.46,0.2388,0.9519,0.9176,92.38,C1,1.7199999999999989,42.08,58.37473964691162
354,exp3_FixedKrum_s3_456833,9,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,90.92,0.2641,0.9492,0.9072,91.01,0.2667,0.9493,0.9138,92.2,C1,1.2800000000000011,43.36,57.31361675262451
355,exp3_FixedKrum_s3_456833,10,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,88.5,0.3941,0.9343,0.9067,89.05,0.3855,0.9369,0.917,92.12,C1,3.6200000000000045,46.980000000000004,62.00390577316284
356,exp3_FixedKrum_s3_456833,11,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,89.96,0.2612,0.9444,0.8746,89.68,0.2673,0.9424,0.8811,90.22,C0,0.2600000000000051,47.24000000000001,61.54243087768555
357,exp3_FixedKrum_s3_456833,12,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,82.34,C2,72.88,120.12,61.30803179740906
358,exp3_FixedKrum_s3_456833,13,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,61.63728475570679
359,exp3_FixedKrum_s3_456833,14,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,61.18749666213989
360,exp3_FixedKrum_s3_456833,15,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,60.982741594314575
361,exp3_FixedKrum_s3_456833,16,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,59.96409893035889
362,exp3_FixedKrum_s3_456833,17,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,60.58841609954834
363,exp3_FixedKrum_s3_456833,18,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,63.91706967353821
365,exp3_FixedKrum_s3_456833,19,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,64.33707475662231
367,exp3_FixedKrum_s3_456833,20,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,120.12,72.05163741111755
370,exp3_RuleBased_s3_739063,1,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,83.66,0.4568,0.9036,0.882,83.92,0.453,0.9043,0.8944,89.78,C1,6.1200000000000045,6.1200000000000045,72.04515981674194
372,exp3_RuleBased_s3_739063,2,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,83.62,0.4316,0.9028,0.8966,83.96,0.4277,0.9043,0.9076,88.76,C1,5.140000000000001,11.260000000000005,64.80527257919312
374,exp3_RuleBased_s3_739063,3,100.0,0,[],"[0, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,86.5,0.3222,0.9214,0.919,87.13,0.3215,0.9247,0.9238,91.16,C1,4.659999999999997,15.920000000000002,61.54859375953674
376,exp3_RuleBased_s3_739063,4,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,85.12,0.3437,0.912,0.9293,85.51,0.3453,0.9138,0.9313,91.16,C1,6.039999999999992,21.959999999999994,77.40611958503723
378,exp3_RuleBased_s3_739063,5,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,87.62,0.3079,0.928,0.9354,87.62,0.313,0.9275,0.9348,92.4,C1,4.780000000000001,26.739999999999995,66.95871782302856
380,exp3_RuleBased_s3_739063,6,1.0,0,[],"[0, 1, 3, 4, 5, 8, 9]",TrimmedMean,0.0,89.7,0.2575,0.941,0.938,89.87,0.2622,0.9416,0.9387,92.88,C1,3.1799999999999926,29.919999999999987,64.47654056549072
382,exp3_RuleBased_s3_739063,7,1.0,0,[],"[0, 1, 3, 4, 5, 8, 9]",TrimmedMean,0.0,90.54,0.2318,0.9462,0.9402,90.64,0.2389,0.9463,0.9398,92.84,C1,2.299999999999997,32.219999999999985,65.56766963005066
385,exp3_RuleBased_s3_739063,8,1.0,0,[],"[0, 1, 3, 4, 5, 8, 9]",Krum,0.0,89.54,0.2432,0.9401,0.9347,89.98,0.2527,0.9424,0.9349,93.48,C1,3.9399999999999977,36.15999999999998,64.13359999656677
387,exp3_RuleBased_s3_739063,9,1.0,0,[],"[0, 1, 3, 4, 5, 8, 9]",Krum,0.0,89.46,0.259,0.9397,0.9285,89.76,0.2687,0.9411,0.9298,93.34,C1,3.8800000000000097,40.03999999999999,63.5748085975647
389,exp3_RuleBased_s3_739063,10,1.0,0,[],"[0, 1, 2, 3, 4, 5, 8, 9]",Krum,0.0,89.14,0.2968,0.9378,0.9291,89.27,0.3106,0.938,0.9291,93.66,C6,4.519999999999996,44.55999999999999,65.82869601249695
391,exp3_RuleBased_s3_739063,11,0.2,0,[],"[0, 1, 2, 3, 4, 5, 8, 9]",Krum,0.0,89.12,0.283,0.938,0.9158,88.92,0.312,0.9364,0.9123,92.6,C1,3.4799999999999898,48.03999999999998,66.89782929420471
393,exp3_RuleBased_s3_739063,12,0.2,0,[],"[0, 1, 2, 3, 4, 5, 8, 9]",Krum,0.0,91.28,0.2584,0.9512,0.919,90.98,0.2857,0.949,0.9164,92.0,C1,0.7199999999999989,48.75999999999998,77.65644669532776
395,exp3_RuleBased_s3_739063,13,0.2,0,[],"[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.4,0.2586,0.9583,0.9131,92.37,0.2776,0.9578,0.9121,92.4,C3,0.0,48.75999999999998,76.4700882434845
397,exp3_RuleBased_s3_739063,14,0.2,0,[],"[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.34,0.2739,0.9579,0.9123,91.95,0.2958,0.9553,0.9111,92.34,C3,0.0,48.75999999999998,77.56812715530396
399,exp3_RuleBased_s3_739063,15,0.2,0,[],"[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.36,0.2822,0.9581,0.912,92.22,0.3029,0.9569,0.9111,92.38,C1,0.01999999999999602,48.77999999999997,77.10738945007324
401,exp3_RuleBased_s3_739063,16,0.2,1,"[2, 3]","[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.4,0.2874,0.9583,0.9111,92.18,0.3085,0.9567,0.9102,93.04,C1,0.6400000000000006,49.41999999999997,76.18933653831482
403,exp3_RuleBased_s3_739063,17,0.2,1,"[2, 3]","[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.32,0.2969,0.9577,0.9118,91.95,0.3197,0.9553,0.9111,93.0,C9,0.6800000000000068,50.09999999999998,77.65135407447815
405,exp3_RuleBased_s3_739063,18,0.2,1,"[2, 3]","[0, 2, 3, 4, 5, 8, 9]",Krum,0.0,92.38,0.2991,0.9581,0.9116,92.09,0.3218,0.9561,0.9108,92.74,C9,0.35999999999999943,50.45999999999998,76.87447381019592
407,exp3_RuleBased_s3_739063,19,0.2,1,"[2, 3]","[0, 2, 3, 4, 5, 7, 8, 9]",Krum,0.0,92.36,0.3073,0.958,0.911,92.18,0.3307,0.9567,0.9103,93.08,C1,0.7199999999999989,51.17999999999998,78.60327649116516
408,exp3_RuleBased_s3_739063,20,0.2,1,"[2, 3]","[0, 2, 3, 4, 5, 7, 8, 9]",Krum,0.0,92.32,0.3186,0.958,0.9083,92.27,0.3398,0.9573,0.9078,92.6,C6,0.28000000000000114,51.45999999999998,66.56064748764038
409,exp3_AgenticAI_s2_175854,1,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,82.82,0.4946,0.8981,0.8791,82.97,0.4923,0.8982,0.8903,89.6,C6,6.780000000000001,6.780000000000001,84.0464379787445
410,exp3_AgenticAI_s2_175854,2,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,84.16,0.3656,0.9064,0.9044,84.79,0.3638,0.9097,0.9125,89.98,C1,5.820000000000007,12.600000000000009,82.95565700531006
411,exp3_AgenticAI_s2_175854,3,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,84.08,0.3736,0.9054,0.9239,83.78,0.3763,0.9026,0.9269,90.24,C1,6.159999999999997,18.760000000000005,98.28522801399231
412,exp3_AgenticAI_s2_175854,4,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,88.54,0.305,0.9339,0.9337,87.97,0.3105,0.9298,0.9325,92.32,C1,3.779999999999987,22.539999999999992,93.84040856361389
413,exp3_AgenticAI_s2_175854,5,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,87.94,0.287,0.93,0.9403,87.69,0.2952,0.9278,0.9383,92.4,C1,4.460000000000008,27.0,107.47034358978271
414,exp3_AgenticAI_s2_175854,6,1.0,0,[],"[1, 2, 3, 5, 7, 8, 9]",FedAvg,0.0,86.48,0.3218,0.9205,0.9428,86.25,0.3312,0.9185,0.9399,91.46,C1,4.97999999999999,31.97999999999999,129.54694938659668
415,exp3_AgenticAI_s2_175854,7,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.64,0.2646,0.9469,0.9415,90.53,0.2707,0.9457,0.9392,92.72,C1,2.0799999999999983,34.05999999999999,94.57495427131653
416,exp3_AgenticAI_s2_175854,8,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.7,0.2677,0.9472,0.9422,90.53,0.2736,0.9457,0.9393,92.76,C1,2.0600000000000023,36.11999999999999,94.4837691783905
417,exp3_AgenticAI_s2_175854,9,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.72,0.2613,0.9472,0.9441,90.77,0.2659,0.9471,0.9423,93.0,C1,2.280000000000001,38.39999999999999,94.06127452850342
418,exp3_AgenticAI_s2_175854,10,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,91.56,0.2476,0.9523,0.9469,90.87,0.2559,0.9478,0.9413,93.5,C1,1.9399999999999977,40.33999999999999,94.04421997070312
419,exp3_AgenticAI_s2_175854,11,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.54,279.2457,0.9504,0.5,90.0,266.3845,0.9474,0.5,93.26,C2,2.719999999999999,43.05999999999999,92.668621301651
420,exp3_AgenticAI_s2_175854,12,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,58.1,C3,48.64,91.69999999999999,94.46019744873047
421,exp3_AgenticAI_s2_175854,13,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,88.80463981628418
422,exp3_AgenticAI_s2_175854,14,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,92.63046264648438
423,exp3_AgenticAI_s2_475675,14,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,95.76196718215942
424,exp3_AgenticAI_s2_175854,15,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,93.55644488334656
425,exp3_AgenticAI_s2_475675,15,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,92.95106101036072
426,exp3_AgenticAI_s2_175854,16,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,97.62430572509766
427,exp3_AgenticAI_s2_475675,16,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,100.14121055603027
428,exp3_AgenticAI_s2_475675,17,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,92.13107204437256
429,exp3_AgenticAI_s2_475675,18,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,121.83448553085327
430,exp3_AgenticAI_s2_475675,19,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,96.7719042301178
431,exp3_AgenticAI_s2_475675,20,0.2,1,"[3, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,9.46,,0.0,0.0,10.0,,0.0,0.0,9.46,C0,0.0,91.69999999999999,93.15122127532959
432,exp3_AgenticAI_s3_169105,1,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,83.78,0.4525,0.9044,0.8812,84.01,0.4486,0.9049,0.8936,89.74,C1,5.959999999999994,5.959999999999994,97.57909727096558
433,exp3_AgenticAI_s3_169105,2,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,83.78,0.4121,0.904,0.8982,84.34,0.4087,0.9067,0.9077,88.58,C1,4.799999999999997,10.759999999999991,93.51441836357117
434,exp3_AgenticAI_s3_169105,3,100.0,0,[],"[0, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,87.32,0.2999,0.9266,0.92,87.85,0.2998,0.9292,0.9236,90.96,C1,3.6400000000000006,14.399999999999991,145.49528813362122
435,exp3_AgenticAI_s3_169105,4,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,88.66,0.2755,0.9347,0.9306,88.86,0.2778,0.9354,0.932,92.0,C1,3.3400000000000034,17.739999999999995,90.77600932121277
436,exp3_AgenticAI_s3_169105,5,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,85.82,0.3241,0.9165,0.9359,86.05,0.3294,0.9173,0.9353,91.54,C1,5.720000000000013,23.460000000000008,93.84736633300781
437,exp3_AgenticAI_s3_169105,6,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,88.66,0.3453,0.9345,0.9343,88.31,0.3516,0.9319,0.9331,92.84,C1,4.180000000000007,27.640000000000015,92.92358183860779
438,exp3_AgenticAI_s3_169105,7,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,89.42,0.2882,0.9392,0.9372,89.06,0.2936,0.9366,0.9359,92.58,C1,3.1599999999999966,30.80000000000001,93.21896004676819
439,exp3_AgenticAI_s3_169105,8,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,88.76,0.2598,0.9352,0.9357,89.29,0.2682,0.938,0.936,93.54,C1,4.780000000000001,35.58000000000001,123.89784407615662
440,exp3_AgenticAI_s3_169105,9,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.96,0.2894,0.9487,0.9372,90.37,0.2971,0.9448,0.9384,93.32,C1,2.3599999999999994,37.94000000000001,97.21434593200684
441,exp3_AgenticAI_s3_169105,10,1.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,91.16,0.2528,0.9499,0.9392,90.5,0.2595,0.9455,0.9393,93.68,C1,2.5200000000000102,40.46000000000002,97.66580772399902
442,exp3_AgenticAI_s3_169105,11,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,93.62,0.3152,0.965,0.9291,93.26,0.3182,0.9628,0.9324,93.62,C0,0.0,40.46000000000002,98.015554189682
443,exp3_AgenticAI_s3_169105,12,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,92.88,0.3047,0.9607,0.9231,92.74,0.306,0.9596,0.9268,92.88,C0,0.0,40.46000000000002,96.37472724914551
444,exp3_AgenticAI_s3_169105,13,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,92.86,0.2913,0.9607,0.9153,92.67,0.2942,0.9593,0.9206,92.92,C1,0.060000000000002274,40.520000000000024,97.78462815284729
445,exp3_AgenticAI_s3_169105,14,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Krum,0.0,90.22,0.3297,0.9446,0.917,89.78,0.338,0.9415,0.9224,93.02,C0,2.799999999999997,43.32000000000002,143.82526922225952
446,exp3_AgenticAI_s3_169105,15,0.2,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,92.8,0.2403,0.9601,0.9292,92.72,0.2444,0.9594,0.9314,92.8,C0,0.0,43.32000000000002,97.53434228897095
447,exp3_AgenticAI_s3_169105,16,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,93.12,0.232,0.9632,0.9169,92.73,0.236,0.9609,0.9201,93.92,C5,0.7999999999999972,44.12000000000002,98.84760546684265
448,exp3_AgenticAI_s3_169105,17,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,91.88,0.2413,0.957,0.9048,91.44,0.2456,0.9545,0.9095,93.32,C5,1.4399999999999977,45.56000000000002,97.09981727600098
449,exp3_AgenticAI_s3_169105,18,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,91.22,0.2533,0.9537,0.88,90.73,0.2604,0.951,0.8949,93.06,C5,1.8400000000000034,47.40000000000002,99.65376687049866
450,exp3_AgenticAI_s3_169105,19,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,90.92,0.2703,0.9522,0.8385,90.36,0.2788,0.9492,0.8569,92.84,C5,1.9200000000000017,49.32000000000002,101.70081782341003
451,exp3_AgenticAI_s3_169105,20,0.2,1,"[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Median,0.0,91.78,0.2401,0.9564,0.8533,91.33,0.2448,0.9538,0.8646,92.46,C5,0.6799999999999926,50.000000000000014,88.79414558410645
494,exp3_SingleShotLLM_s2_722597,1,100.0,0,[],"[0, 1, 3, 4, 5, 7, 8, 9]",TrimmedMean,0.0,84.64,0.4864,0.9105,0.8786,85.19,0.4841,0.913,0.8899,89.26,C6,4.6200000000000045,4.6200000000000045,61.7826931476593
495,exp3_SingleShotLLM_s2_722597,2,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TrimmedMean,0.0,85.54,0.3599,0.9155,0.9042,85.97,0.3578,0.9174,0.9123,89.36,C1,3.819999999999993,8.439999999999998,238.076153755188
496,exp3_SingleShotLLM_s2_722597,3,100.0,0,[],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",FedAvg,0.0,83.02,0.3925,0.8982,0.9229,82.77,0.3955,0.8958,0.9259,89.44,C1,6.420000000000002,14.86,630.5025932788849
